,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo,Engine_Volume_Num,Age,Age_Group,Mileage_Band,Inventory_Segment,Price_Per_Litre,Is_Premium_Brand
7492,21639,831.0,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,1.6,16687,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,1.6,9,6-10 yrs (Mid),Low Mileage,Standard,13524.38,False
7493,17876,764.0,KIA,Optima,2015,Sedan,Yes,Petrol,2,35841,4.0,Automatic,Front,4-5,Left wheel,Black,4,False,2.0,11,11-20 yrs (Old),Low Mileage,Standard,8938.0,False
7494,49550,1055.0,MERCEDES-BENZ,ML 350,2013,Jeep,Yes,Petrol,3.5,97400,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,False,3.5,13,11-20 yrs (Old),Medium Mileage,Premium,14157.14,True
7495,6115,0.0,VOLKSWAGEN,Vento,1996,Sedan,No,Petrol,1.8,32585,4.0,Manual,Front,4-5,Left wheel,Blue,4,False,1.8,30,> 20 yrs (Classic/Junk),Low Mileage,Standard,3397.22,False
7496,251,753.0,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,259184,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,2.4,14,11-20 yrs (Old),High Mileage,Standard,104.58,False
7497,38229,877.0,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,150377,4.0,Automatic,Front,4-5,Left wheel,White,4,False,1.7,9,6-10 yrs (Mid),High Mileage,Premium,22487.65,False
7498,10349,0.0,BMW,330,2003,Sedan,Yes,Petrol,3,280000,6.0,Tiptronic,Rear,4-5,Left wheel,Silver,8,False,3.0,23,> 20 yrs (Classic/Junk),High Mileage,Standard,3449.67,True
7499,16621,706.0,KIA,Sportage,2011,Jeep,Yes,Diesel,2,98641,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,15,11-20 yrs (Old),Medium Mileage,Standard,8310.5,False
7500,470,1058.0,MERCEDES-BENZ,E 350,2012,Coupe,Yes,Petrol,3.5,161808,6.0,Automatic,Rear,2-3,Left wheel,Black,12,False,3.5,14,11-20 yrs (Old),High Mileage,Standard,134.29,True
7501,16088,836.0,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,100000,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.0,16,11-20 yrs (Old),Medium Mileage,Standard,8044.0,False
7502,90,0.0,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,100000,6.0,Automatic,Front,4-5,Left wheel,Golden,8,False,1.8,13,11-20 yrs (Old),Medium Mileage,Standard,50.0,False
7503,47042,1058.0,LEXUS,RX 350,2012,Jeep,Yes,Petrol,3.5,11700,6.0,Tiptronic,4x4,4-5,Left wheel,Black,16,False,3.5,14,11-20 yrs (Old),Low Mileage,Premium,13440.57,True
7504,31361,1624.0,MERCEDES-BENZ,E 350,2009,Coupe,Yes,Petrol,3.5,87985,6.0,Tiptronic,Rear,2-3,Left wheel,White,12,False,3.5,17,11-20 yrs (Old),Medium Mileage,Premium,8960.29,True
7505,627,1405.0,BMW,X5,2009,Sedan,Yes,Petrol,3,171382,6.0,Automatic,4x4,4-5,Left wheel,Black,0,False,3.0,17,11-20 yrs (Old),High Mileage,Standard,209.0,True
7506,40769,0.0,BMW,X5,2008,Jeep,Yes,Diesel,3.0 Turbo,162000,6.0,Automatic,4x4,4-5,Left wheel,Black,0,True,3.0,18,11-20 yrs (Old),High Mileage,Premium,13589.67,True
7507,250,0.0,TOYOTA,Land Cruiser Prado,2019,Jeep,No,Diesel,3.0 Turbo,0,6.0,Automatic,4x4,4-5,Left wheel,White,12,True,3.0,7,6-10 yrs (Mid),Low Mileage,Standard,83.33,False
7508,18817,779.0,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,176000,6.0,Tiptronic,Front,4-5,Left wheel,Black,6,False,2.5,13,11-20 yrs (Old),High Mileage,Standard,7526.8,False
7509,188,1659.0,TOYOTA,Tundra,2014,Jeep,Yes,Petrol,5.7,101928,8.0,Automatic,4x4,4-5,Left wheel,Black,12,False,5.7,12,11-20 yrs (Old),Medium Mileage,Standard,32.98,False
7510,13000,1346.0,MINI,Countryman,2013,Jeep,No,Petrol,1.6,111000,4.0,Automatic,4x4,4-5,Right-hand drive,White,6,False,1.6,13,11-20 yrs (Old),Medium Mileage,Standard,8125.0,False
7511,470,761.0,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,408997,4.0,Automatic,Front,4-5,Left wheel,White,12,False,1.8,16,11-20 yrs (Old),High Mileage,Standard,261.11,False
7512,4077,1055.0,FORD,Explorer,2013,Jeep,Yes,Petrol,3.5,122128,6.0,Automatic,Front,4-5,Left wheel,Grey,12,False,3.5,13,11-20 yrs (Old),Medium Mileage,Standard,1164.86,False
7513,17249,0.0,TOYOTA,Prius,2009,Sedan,No,Hybrid,1.8,380800,4.0,Variator,Front,4-5,Left wheel,Black,8,False,1.8,17,11-20 yrs (Old),High Mileage,Standard,9582.78,False
7514,21326,308.0,TOYOTA,Prius,2014,Sedan,Yes,Hybrid,1.8,74000,4.0,Automatic,Front,4-5,Left wheel,Grey,6,False,1.8,12,11-20 yrs (Old),Medium Mileage,Standard,11847.78,False
7515,16621,530.0,HYUNDAI,Veloster,2013,Sedan,Yes,Petrol,1.6 Turbo,114000,4.0,Tiptronic,Front,2-3,Left wheel,Black,8,True,1.6,13,11-20 yrs (Old),Medium Mileage,Standard,10388.12,False
7516,35850,0.0,MERCEDES-BENZ,Sprinter,2006,Microbus,Yes,Diesel,2.7 Turbo,37440,5.0,Tiptronic,Rear,2-3,Left wheel,Yellow,2,True,2.7,20,11-20 yrs (Old),Low Mileage,Premium,13277.78,True
7517,18826,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,120334,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,1.6,14,11-20 yrs (Old),Medium Mileage,Standard,11766.25,False
7518,32904,640.0,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,224077,4.0,Automatic,Front,4-5,Left wheel,White,4,False,2.0,13,11-20 yrs (Old),High Mileage,Premium,16452.0,False
7519,18503,473.0,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4 Turbo,91200,4.0,Automatic,Front,4-5,Left wheel,White,12,True,1.4,12,11-20 yrs (Old),Medium Mileage,Standard,13216.43,False
7520,7213,0.0,MAZDA,Demio mazda2,2003,Hatchback,No,CNG,1.4,185000,4.0,Manual,Front,4-5,Left wheel,Blue,4,False,1.4,23,> 20 yrs (Classic/Junk),High Mileage,Standard,5152.14,False
7521,28423,730.0,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,66603,4.0,Automatic,Front,4-5,Left wheel,White,4,False,1.6,10,6-10 yrs (Mid),Medium Mileage,Premium,17764.38,False
7522,18817,0.0,BMW,745,2003,Sedan,Yes,Petrol,4.5,224000,8.0,Tiptronic,Rear,4-5,Left wheel,Black,8,False,4.5,23,> 20 yrs (Classic/Junk),High Mileage,Standard,4181.56,True
7523,6899,0.0,MITSUBISHI,Pajero,1997,Jeep,Yes,Petrol,3.5,0,6.0,Tiptronic,4x4,2-3,Right-hand drive,Silver,8,False,3.5,29,> 20 yrs (Classic/Junk),Low Mileage,Standard,1971.14,False
7524,6272,0.0,HONDA,Cr-v,1998,Jeep,No,Petrol,2,111111,4.0,Automatic,4x4,4-5,Right-hand drive,Green,2,False,2.0,28,> 20 yrs (Classic/Junk),Medium Mileage,Standard,3136.0,False
7525,706,585.0,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,105328,4.0,Automatic,Front,4-5,Left wheel,White,12,False,1.8,13,11-20 yrs (Old),Medium Mileage,Standard,392.22,False
7526,4704,0.0,DODGE,Neon,2002,Sedan,No,Petrol,2,104000,4.0,Automatic,Front,4-5,Left wheel,Red,0,False,2.0,24,> 20 yrs (Classic/Junk),Medium Mileage,Standard,2352.0,False
7527,16621,862.0,SUBARU,Forester,2011,Jeep,No,Petrol,2.5,145000,4.0,Tiptronic,4x4,4-5,Left wheel,Carnelian red,12,False,2.5,15,11-20 yrs (Old),Medium Mileage,Standard,6648.4,False
7528,34497,0.0,MAZDA,CX-5,2014,Jeep,Yes,Petrol,2.5,94000,4.0,Tiptronic,4x4,4-5,Left wheel,Black,6,False,2.5,12,11-20 yrs (Old),Medium Mileage,Premium,13798.8,False
7529,7840,828.0,HONDA,Civic,2020,Sedan,Yes,Petrol,1.5,4494,4.0,Automatic,Front,4-5,Left wheel,Grey,12,False,1.5,6,6-10 yrs (Mid),Low Mileage,Standard,5226.67,False
7530,7840,0.0,MERCEDES-BENZ,C 230,1999,Sedan,Yes,CNG,2.3,300000,4.0,Automatic,Rear,4-5,Left wheel,Silver,4,False,2.3,27,> 20 yrs (Classic/Junk),High Mileage,Standard,3408.7,True
7531,30734,2151.0,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339,8.0,Automatic,4x4,4-5,Left wheel,Black,0,False,4.7,17,11-20 yrs (Old),High Mileage,Premium,6539.15,True
7532,9408,0.0,AUDI,A4 B6,2004,Sedan,Yes,Petrol,1.8 Turbo,224000,4.0,Manual,4x4,4-5,Left wheel,Black,8,True,1.8,22,> 20 yrs (Classic/Junk),High Mileage,Standard,5226.67,True
7533,11290,2377.0,TOYOTA,Tundra,2016,Jeep,Yes,Petrol,5.7,54875,8.0,Automatic,Rear,4-5,Left wheel,Grey,12,False,5.7,10,6-10 yrs (Mid),Medium Mileage,Standard,1980.7,False
7534,13485,0.0,BMW,530,2004,Sedan,Yes,Petrol,3,199200,6.0,Tiptronic,Rear,4-5,Left wheel,Black,5,False,3.0,22,> 20 yrs (Classic/Junk),High Mileage,Standard,4495.0,True
7535,470,730.0,NISSAN,Juke,2016,Jeep,Yes,Petrol,1.6,44210,4.0,Automatic,4x4,4-5,Left wheel,Silver,0,False,1.6,10,6-10 yrs (Mid),Low Mileage,Standard,293.75,False
7536,8467,994.0,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.8,0,4.0,Automatic,Front,4-5,Left wheel,Grey,10,False,1.8,18,11-20 yrs (Old),Low Mileage,Standard,4703.89,False
7537,17249,0.0,HONDA,FIT,2012,Hatchback,Yes,Petrol,1.5,125000,4.0,Variator,Front,4-5,Right-hand drive,Black,4,False,1.5,14,11-20 yrs (Old),Medium Mileage,Standard,11499.33,False
7538,13172,0.0,TOYOTA,Prius,2007,Sedan,No,Hybrid,1.5,108000,4.0,Variator,Front,4-5,Left wheel,Red,4,False,1.5,19,11-20 yrs (Old),Medium Mileage,Standard,8781.33,False
7539,8781,0.0,NISSAN,Tiida,2005,Sedan,No,Petrol,1.5,12000,4.0,Automatic,Front,4-5,Right-hand drive,Silver,2,False,1.5,21,> 20 yrs (Classic/Junk),Low Mileage,Standard,5854.0,False
7540,18817,0.0,FORD,Escape,2007,Jeep,Yes,Hybrid,2.3,180000,4.0,Variator,4x4,4-5,Left wheel,Grey,12,False,2.3,19,11-20 yrs (Old),High Mileage,Standard,8181.3,False
7541,15681,0.0,BMW,335,2009,Coupe,Yes,Petrol,3.0 Turbo,185000,6.0,Tiptronic,4x4,2-3,Left wheel,White,6,True,3.0,17,11-20 yrs (Old),High Mileage,Standard,5227.0,True
7542,862,2455.0,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,263190,8.0,Automatic,4x4,4-5,Left wheel,White,0,False,4.7,18,11-20 yrs (Old),High Mileage,Standard,183.4,True
7543,7527,583.0,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.6,43221,4.0,Automatic,Front,4-5,Left wheel,White,4,False,1.6,15,11-20 yrs (Old),Low Mileage,Standard,4704.38,False
7544,3293,0.0,VOLKSWAGEN,Golf,1992,Hatchback,No,CNG,1.8,288094,4.0,Manual,Front,4-5,Left wheel,Black,1,False,1.8,34,> 20 yrs (Classic/Junk),High Mileage,Standard,1829.44,False
7545,43868,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,64071,4.0,Automatic,Front,4-5,Left wheel,Blue,4,False,1.6,10,6-10 yrs (Mid),Medium Mileage,Premium,27417.5,False
7546,17249,0.0,HONDA,Cr-v,2006,Jeep,No,Petrol,2.4,117000,4.0,Automatic,4x4,4-5,Left wheel,Silver,6,False,2.4,20,11-20 yrs (Old),Medium Mileage,Standard,7187.08,False
7547,1568,1493.0,MERCEDES-BENZ,E 350,2016,Sedan,Yes,Diesel,3.5,77205,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,False,3.5,10,6-10 yrs (Mid),Medium Mileage,Standard,448.0,True
7548,8154,1750.0,LEXUS,RX 300,2008,Jeep,Yes,Hybrid,3.3,224629,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,False,3.3,18,11-20 yrs (Old),High Mileage,Standard,2470.91,True
7549,5959,0.0,SKODA,Octavia,2005,Sedan,No,Petrol,2,450000,4.0,Manual,Front,4-5,Left wheel,White,4,False,2.0,21,> 20 yrs (Classic/Junk),High Mileage,Standard,2979.5,False
7550,24302,640.0,CHEVROLET,Captiva,2013,Jeep,Yes,Diesel,2,118103,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.0,13,11-20 yrs (Old),Medium Mileage,Standard,12151.0,False
7551,6500,1268.0,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,382000,4.0,Automatic,Front,4-5,Right-hand drive,White,2,False,1.5,14,11-20 yrs (Old),High Mileage,Standard,4333.33,False
7552,1725,1091.0,FORD,Fusion,2016,Sedan,Yes,Petrol,2.5,70344,4.0,Automatic,Front,4-5,Left wheel,White,12,False,2.5,10,6-10 yrs (Mid),Medium Mileage,Standard,690.0,False
7553,9408,0.0,HONDA,Cr-v,1999,Jeep,No,Petrol,2,1700,4.0,Automatic,4x4,4-5,Right-hand drive,White,3,False,2.0,27,> 20 yrs (Classic/Junk),Low Mileage,Standard,4704.0,False
7554,5018,431.0,HYUNDAI,Sonata,2016,Sedan,Yes,Hybrid,2,71218,4.0,Automatic,Front,4-5,Left wheel,Black,0,False,2.0,10,6-10 yrs (Mid),Medium Mileage,Standard,2509.0,False
7555,4861,1024.0,TOYOTA,RAV 4,2010,Jeep,Yes,Petrol,2.5,320704,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,2.5,16,11-20 yrs (Old),High Mileage,Standard,1944.4,False
7556,6272,2082.0,SUBARU,Forester,1999,Jeep,No,Petrol,2.5,26000,4.0,Automatic,4x4,4-5,Left wheel,Grey,4,False,2.5,27,> 20 yrs (Classic/Junk),Low Mileage,Standard,2508.8,False
7557,13589,1347.0,HYUNDAI,H1,2008,Universal,Yes,Diesel,2.5,252000,4.0,Automatic,Front,4-5,Left wheel,Yellow,4,False,2.5,18,11-20 yrs (Old),High Mileage,Standard,5435.6,False
7558,12231,761.0,FORD,Transit Connect,2010,Goods wagon,No,Diesel,1.8 Turbo,208000,4.0,Manual,Front,4-5,Left wheel,Orange,2,True,1.8,16,11-20 yrs (Old),High Mileage,Standard,6795.0,False
7559,16621,0.0,MERCEDES-BENZ,Vito,2006,Minivan,No,Diesel,2.2 Turbo,188000,4.0,Manual,Rear,4-5,Right-hand drive,White,2,True,2.2,20,11-20 yrs (Old),High Mileage,Standard,7555.0,True
7560,7840,0.0,VOLKSWAGEN,Golf,1992,Hatchback,No,Petrol,1.8,100000,4.0,Manual,Front,4-5,Left wheel,Black,1,False,1.8,34,> 20 yrs (Classic/Junk),Medium Mileage,Standard,4355.56,False
7561,4704,0.0,MERCEDES-BENZ,C 220,1994,Sedan,No,CNG,2.2,0,4.0,Manual,Rear,4-5,Left wheel,Black,2,False,2.2,32,> 20 yrs (Classic/Junk),Low Mileage,Standard,2138.18,True
7562,11099,966.0,CHEVROLET,Lacetti,2009,Sedan,Yes,Diesel,2,158267,4.0,Automatic,Front,4-5,Left wheel,White,4,False,2.0,17,11-20 yrs (Old),High Mileage,Standard,5549.5,False
7563,862,333.0,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,186048,4.0,Automatic,Front,4-5,Left wheel,Black,0,False,2.0,12,11-20 yrs (Old),High Mileage,Standard,431.0,False
7564,7840,0.0,OPEL,Astra GE,2000,Sedan,No,Petrol,1.6,165000,4.0,Manual,Front,4-5,Left wheel,Green,4,False,1.6,26,> 20 yrs (Classic/Junk),High Mileage,Standard,4900.0,False
7565,54882,0.0,MERCEDES-BENZ,CLS 550,2012,Sedan,Yes,Petrol,4.7 Turbo,100000,8.0,Tiptronic,Rear,4-5,Left wheel,Black,12,True,4.7,14,11-20 yrs (Old),Medium Mileage,Premium,11677.02,True
7566,32311,836.0,SSANGYONG,REXTON,2012,Jeep,Yes,Diesel,2.7,80876,4.0,Automatic,Front,4-5,Left wheel,Black,4,False,2.7,14,11-20 yrs (Old),Medium Mileage,Premium,11967.04,False
7567,7683,0.0,HONDA,FIT,2003,Hatchback,No,Petrol,1.3,186000,4.0,Automatic,Front,4-5,Right-hand drive,Silver,5,False,1.3,23,> 20 yrs (Classic/Junk),High Mileage,Standard,5910.0,False
7568,22580,0.0,TOYOTA,Land Cruiser Prado,2001,Jeep,No,Diesel,3.0 Turbo,434000,4.0,Manual,4x4,4-5,Left wheel,White,2,True,3.0,25,> 20 yrs (Classic/Junk),High Mileage,Standard,7526.67,False
7569,24148,836.0,AUDI,Q5,2010,Jeep,Yes,Petrol,2.0 Turbo,18000,4.0,Automatic,4x4,4-5,Left wheel,White,6,True,2.0,16,11-20 yrs (Old),Low Mileage,Standard,12074.0,True
7570,21012,308.0,TOYOTA,Prius C,2015,Hatchback,No,Hybrid,1.5,114000,4.0,Automatic,Front,4-5,Left wheel,White,12,False,1.5,11,11-20 yrs (Old),Medium Mileage,Standard,14008.0,False
7571,37476,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,185011,4.0,Automatic,Front,4-5,Left wheel,White,4,False,2.0,10,6-10 yrs (Mid),High Mileage,Premium,18738.0,False
7572,2195,585.0,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,141603,4.0,Automatic,Front,4-5,Left wheel,Blue,12,False,1.8,13,11-20 yrs (Old),Medium Mileage,Standard,1219.44,False
7573,21953,781.0,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,114000,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,False,2.5,14,11-20 yrs (Old),Medium Mileage,Standard,8781.2,False
7574,6586,259.0,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,112123,4.0,Automatic,Front,4-5,Left wheel,Silver,0,False,1.4,12,11-20 yrs (Old),Medium Mileage,Standard,4704.29,False
7575,21953,0.0,MERCEDES-BENZ,GL 450,2006,Jeep,Yes,Petrol,4.7,198400,8.0,Tiptronic,4x4,4-5,Left wheel,Black,0,False,4.7,20,11-20 yrs (Old),High Mileage,Standard,4670.85,True
7576,706,503.0,HONDA,FIT,2012,Jeep,Yes,Petrol,1.5,277856,4.0,Automatic,Front,4-5,Left wheel,White,0,False,1.5,14,11-20 yrs (Old),High Mileage,Standard,470.67,False
7577,9408,639.0,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,2,185000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,8,False,2.0,12,11-20 yrs (Old),High Mileage,Standard,4704.0,False
7578,392,779.0,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,2.5,13,11-20 yrs (Old),High Mileage,Standard,156.8,False
7579,157,353.0,TOYOTA,Prius,2015,Hatchback,Yes,Hybrid,1.8,104978,4.0,Automatic,Front,4-5,Left wheel,Grey,12,False,1.8,11,11-20 yrs (Old),Medium Mileage,Standard,87.22,False
7580,10036,843.0,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,67000,4.0,Variator,Front,4-5,Left wheel,Silver,10,False,1.5,18,11-20 yrs (Old),Medium Mileage,Standard,6690.67,False
7581,549,639.0,AUDI,A4,2014,Sedan,Yes,Petrol,2,162032,4.0,Automatic,Front,4-5,Left wheel,Black,0,False,2.0,12,11-20 yrs (Old),High Mileage,Standard,274.5,True
7582,3900,0.0,MERCEDES-BENZ,S 320,2000,Sedan,Yes,Petrol,3.2,200000,6.0,Tiptronic,Rear,4-5,Right-hand drive,Golden,10,False,3.2,26,> 20 yrs (Classic/Junk),High Mileage,Standard,1218.75,True
7583,17562,0.0,FORD,Escape,2008,Jeep,Yes,Hybrid,2.3,240000,4.0,Automatic,4x4,4-5,Left wheel,Black,4,False,2.3,18,11-20 yrs (Old),High Mileage,Standard,7635.65,False
7584,392,779.0,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,2.5,13,11-20 yrs (Old),High Mileage,Standard,156.8,False
7585,22266,0.0,NISSAN,Juke,2012,Jeep,No,Petrol,1.6 Turbo,95111,4.0,Tiptronic,4x4,4-5,Left wheel,White,12,True,1.6,14,11-20 yrs (Old),Medium Mileage,Standard,13916.25,False
7586,10349,836.0,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,90000,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.0,16,11-20 yrs (Old),Medium Mileage,Standard,5174.5,False
7587,9800,790.0,CHEVROLET,Lacetti,2009,Sedan,Yes,Petrol,1.6,219236,4.0,Automatic,Front,4-5,Left wheel,Black,4,False,1.6,17,11-20 yrs (Old),High Mileage,Standard,6125.0,False
7588,15681,0.0,SUBARU,Legacy,2004,Sedan,No,Petrol,2.0 Turbo,27000,4.0,Tiptronic,4x4,4-5,Right-hand drive,Blue,10,True,2.0,22,> 20 yrs (Classic/Junk),Low Mileage,Standard,7840.5,False
7589,6429,0.0,HONDA,Civic,2001,Hatchback,No,Petrol,1.4,220000,4.0,Manual,Front,2-3,Left wheel,Golden,2,False,1.4,25,> 20 yrs (Classic/Junk),High Mileage,Standard,4592.14,False
7590,89482,1176.0,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2.2,69852,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.2,7,6-10 yrs (Mid),Medium Mileage,Premium,40673.64,False
7591,46101,765.0,SKODA,Octavia Scout,2015,Sedan,No,Diesel,2.0 Turbo,139000,4.0,Tiptronic,4x4,4-5,Left wheel,Grey,10,True,2.0,11,11-20 yrs (Old),Medium Mileage,Premium,23050.5,False
7592,6429,641.0,KIA,Optima,2012,Sedan,Yes,Petrol,2,51232,4.0,Automatic,Front,4-5,Left wheel,Black,4,False,2.0,14,11-20 yrs (Old),Medium Mileage,Standard,3214.5,False
7593,282,1399.0,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,311949,6.0,Automatic,Front,4-5,Left wheel,Silver,12,False,3.5,16,11-20 yrs (Old),High Mileage,Standard,80.57,True
7594,392,986.0,TOYOTA,Camry,2010,Sedan,Yes,Hybrid,2.4,277840,4.0,Automatic,Front,4-5,Left wheel,White,12,False,2.4,16,11-20 yrs (Old),High Mileage,Standard,163.33,False
7595,45787,1714.0,LEXUS,IS 300,2017,Sedan,Yes,Petrol,3.5,21261,6.0,Automatic,4x4,4-5,Left wheel,Grey,12,False,3.5,9,6-10 yrs (Mid),Low Mileage,Premium,13082.0,True
7596,150,0.0,MERCEDES-BENZ,Sprinter VIP CLASS,2014,Microbus,Yes,Diesel,2.7 Turbo,150000,5.0,Manual,Rear,>5,Left wheel,Silver,2,True,2.7,12,11-20 yrs (Old),High Mileage,Standard,55.56,True
7597,12231,0.0,NISSAN,Elgrand,2004,Minivan,No,CNG,3.5,141000,6.0,Tiptronic,Rear,4-5,Right-hand drive,White,4,False,3.5,22,> 20 yrs (Classic/Junk),Medium Mileage,Standard,3494.57,False
7598,6115,1249.0,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,89064,4.0,Automatic,Front,4-5,Left wheel,White,12,False,2.5,9,6-10 yrs (Mid),Medium Mileage,Standard,2446.0,False
7599,7840,0.0,BMW,528,1997,Sedan,Yes,Petrol,2.8,455855,6.0,Manual,Rear,4-5,Left wheel,Black,6,False,2.8,29,> 20 yrs (Classic/Junk),High Mileage,Standard,2800.0,True
7600,24148,1286.0,VOLVO,XC90,2010,Jeep,Yes,Petrol,3.2,124000,6.0,Tiptronic,4x4,4-5,Left wheel,Black,9,False,3.2,16,11-20 yrs (Old),Medium Mileage,Standard,7546.25,False
7601,29586,639.0,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,153935,4.0,Automatic,Front,4-5,Left wheel,Black,4,False,2.0,12,11-20 yrs (Old),High Mileage,Premium,14793.0,False
7602,6899,0.0,TOYOTA,RAV 4,2004,Jeep,No,Petrol,1.5,200000,4.0,Automatic,4x4,4-5,Right-hand drive,Golden,12,False,1.5,22,> 20 yrs (Classic/Junk),High Mileage,Standard,4599.33,False
7603,48108,765.0,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,119038,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.0,11,11-20 yrs (Old),Medium Mileage,Premium,24054.0,False
7604,10663,1236.0,TOYOTA,Vitz,2011,Hatchback,Yes,Petrol,1.3,150000,4.0,Automatic,Front,4-5,Right-hand drive,White,12,False,1.3,15,11-20 yrs (Old),High Mileage,Standard,8202.31,False
7605,12544,0.0,HONDA,Insight,2012,Sedan,Yes,Hybrid,1.5,45000,4.0,Automatic,Front,4-5,Right-hand drive,Black,6,False,1.5,14,11-20 yrs (Old),Low Mileage,Standard,8362.67,False
7606,125,1750.0,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,287274,6.0,Automatic,4x4,4-5,Left wheel,White,12,False,3.3,18,11-20 yrs (Old),High Mileage,Standard,37.88,False
7607,1019,1104.0,BMW,X5,2015,Jeep,Yes,Diesel,3,196614,6.0,Automatic,4x4,4-5,Left wheel,Black,0,False,3.0,11,11-20 yrs (Old),High Mileage,Standard,339.67,True
7608,392,761.0,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,454699,4.0,Automatic,Front,4-5,Left wheel,Black,12,False,1.8,16,11-20 yrs (Old),High Mileage,Standard,217.78,False
7609,31248,640.0,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,89461,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.0,13,11-20 yrs (Old),Medium Mileage,Premium,15624.0,False
7610,24176,501.0,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,28000,4.0,Automatic,Front,4-5,Left wheel,Blue,4,False,1.5,12,11-20 yrs (Old),Low Mileage,Standard,16117.33,False
7611,8154,0.0,MAZDA,MPV,2003,Minivan,No,LPG,2.3,125000,4.0,Automatic,Front,4-5,Right-hand drive,Silver,2,False,2.3,23,> 20 yrs (Classic/Junk),Medium Mileage,Standard,3545.22,False
7612,21326,779.0,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,121600,4.0,Automatic,Front,4-5,Left wheel,Blue,6,False,2.5,13,11-20 yrs (Old),Medium Mileage,Standard,8530.4,False
7613,9095,0.0,NISSAN,Tiida,2005,Hatchback,Yes,Petrol,1.5,140000,4.0,Automatic,4x4,4-5,Right-hand drive,Black,6,False,1.5,21,> 20 yrs (Classic/Junk),Medium Mileage,Standard,6063.33,False
7614,15500,2266.0,TOYOTA,Aqua,2018,Hatchback,No,Hybrid,1.5,7000,4.0,Automatic,Front,4-5,Right-hand drive,White,6,False,1.5,8,6-10 yrs (Mid),Low Mileage,Standard,10333.33,False
